2012-03-01T00:00:00 0.032643
2012-03-01T01:00:00 0.025760
2012-03-01T02:00:00 0.014396
2012-03-01T03:00:00 0.004384
2012-03-01T04:00:00 -0.010097
2012-03-01T05:00:00 -0.023129
2012-03-01T06:00:00 -0.040450
2012-03-01T07:00:00 -0.056059
2012-03-01T08:00:00 -0.075613
2012-03-01T09:00:00 -0.093034
2012-03-01T10:00:00 -0.113909
2012-03-01T11:00:00 -0.132101
2012-03-01T12:00:00 -0.153149
2012-03-01T13:00:00 -0.170881
2012-03-01T14:00:00 -0.190815
2012-03-01T15:00:00 -0.206771
2012-03-01T16:00:00 -0.224279
2012-03-01T17:00:00 -0.237184
2012-03-01T18:00:00 -0.251055
2012-03-01T19:00:00 -0.259794
2012-03-01T20:00:00 -0.269039
2012-03-01T21:00:00 -0.272774
2012-03-01T22:00:00 -0.276727
2012-03-01T23:00:00 -0.274980
2012-03-02T00:00:00 -0.273367
2012-03-02T01:00:00 -0.266078
2012-03-02T02:00:00 -0.259056
2012-03-02T03:00:00 -0.246594
2012-03-02T04:00:00 -0.234737
2012-03-02T05:00:00 -0.217874
2012-03-02T06:00:00 -0.202132
2012-03-02T07:00:00 -0.181972
2012-03-02T08:00:00 -0.163580
2012-03-02T09:00:00 -0.141463
2012-03-02T10:00:00 -0.121835
2012-03-02T11:00:00 -0.099214
2012-03-02T12:00:00 -0.079813
2012-03-02T13:00:00 -0.058128
2012-03-02T14:00:00 -0.040336
2012-03-02T15:00:00 -0.020885
2012-03-02T16:00:00 -0.005888
2012-03-02T17:00:00 0.010280
2012-03-02T18:00:00 0.021592
2012-03-02T19:00:00 0.033764
2012-03-02T20:00:00 0.040862
2012-03-02T21:00:00 0.048702
2012-03-02T22:00:00 0.051449
2012-03-02T23:00:00 0.055016
2012-03-03T00:00:00 0.053662
2012-03-03T01:00:00 0.053383
2012-03-03T02:00:00 0.048518
2012-03-03T03:00:00 0.045134
2012-03-03T04:00:00 0.037626
2012-03-03T05:00:00 0.032108
2012-03-03T06:00:00 0.023008
2012-03-03T07:00:00 0.016461
2012-03-03T08:00:00 0.006903
2012-03-03T09:00:00 0.000465
2012-03-03T10:00:00 -0.008433
2012-03-03T11:00:00 -0.013690
2012-03-03T12:00:00 -0.020924
2012-03-03T13:00:00 -0.024080
2012-03-03T14:00:00 -0.028833
2012-03-03T15:00:00 -0.029190
2012-03-03T16:00:00 -0.030891
2012-03-03T17:00:00 -0.028013
2012-03-03T18:00:00 -0.026368
2012-03-03T19:00:00 -0.020105
2012-03-03T20:00:00 -0.015109
2012-03-03T21:00:00 -0.005597
2012-03-03T22:00:00 0.002481
2012-03-03T23:00:00 0.014847
2012-03-04T00:00:00 0.025495
2012-03-04T01:00:00 0.040095
2012-03-04T02:00:00 0.052600
2012-03-04T03:00:00 0.068643
2012-03-04T04:00:00 0.082148
2012-03-04T05:00:00 0.098727
2012-03-04T06:00:00 0.112289
2012-03-04T07:00:00 0.128439
2012-03-04T08:00:00 0.141089
2012-03-04T09:00:00 0.155850
2012-03-04T10:00:00 0.166649
2012-03-04T11:00:00 0.179119
2012-03-04T12:00:00 0.187214
2012-03-04T13:00:00 0.196601
2012-03-04T14:00:00 0.201271
2012-03-04T15:00:00 0.206936
2012-03-04T16:00:00 0.207632
2012-03-04T17:00:00 0.209124
2012-03-04T18:00:00 0.205503
2012-03-04T19:00:00 0.202588
2012-03-04T20:00:00 0.194531
2012-03-04T21:00:00 0.187212
2012-03-04T22:00:00 0.174841
2012-03-04T23:00:00 0.163359
2012-03-05T00:00:00 0.147037
2012-03-05T01:00:00 0.131871
2012-03-05T02:00:00 0.112187
2012-03-05T03:00:00 0.094032
2012-03-05T04:00:00 0.071779
2012-03-05T05:00:00 0.051517
2012-03-05T06:00:00 0.027652
2012-03-05T07:00:00 0.006302
2012-03-05T08:00:00 -0.018105
2012-03-05T09:00:00 -0.039440
2012-03-05T10:00:00 -0.063270
2012-03-05T11:00:00 -0.083471
2012-03-05T12:00:00 -0.105623
2012-03-05T13:00:00 -0.123625
2012-03-05T14:00:00 -0.143091
2012-03-05T15:00:00 -0.157958
2012-03-05T16:00:00 -0.173888
2012-03-05T17:00:00 -0.184875
2012-03-05T18:00:00 -0.196644
2012-03-05T19:00:00 -0.203255
2012-03-05T20:00:00 -0.210505
2012-03-05T21:00:00 -0.212529
2012-03-05T22:00:00 -0.215199
2012-03-05T23:00:00 -0.212727
2012-03-06T00:00:00 -0.211060
2012-03-06T01:00:00 -0.204481
2012-03-06T02:00:00 -0.199004
2012-03-06T03:00:00 -0.188974
2012-03-06T04:00:00 -0.180458
2012-03-06T05:00:00 -0.167847
2012-03-06T06:00:00 -0.157247
2012-03-06T07:00:00 -0.143074
2012-03-06T08:00:00 -0.131449
2012-03-06T09:00:00 -0.116796
2012-03-06T10:00:00 -0.105231
2012-03-06T11:00:00 -0.091160
2012-03-06T12:00:00 -0.080674
2012-03-06T13:00:00 -0.068144
2012-03-06T14:00:00 -0.059616
2012-03-06T15:00:00 -0.049409
2012-03-06T16:00:00 -0.043511
2012-03-06T17:00:00 -0.036180
2012-03-06T18:00:00 -0.033335
2012-03-06T19:00:00 -0.029166
2012-03-06T20:00:00 -0.029526
2012-03-06T21:00:00 -0.028534
2012-03-06T22:00:00 -0.031980
2012-03-06T23:00:00 -0.033922
2012-03-07T00:00:00 -0.040094
2012-03-07T01:00:00 -0.044507
2012-03-07T02:00:00 -0.052851
2012-03-07T03:00:00 -0.059104
2012-03-07T04:00:00 -0.068933
2012-03-07T05:00:00 -0.076301
2012-03-07T06:00:00 -0.086865
2012-03-07T07:00:00 -0.094591
2012-03-07T08:00:00 -0.105150
2012-03-07T09:00:00 -0.112523
2012-03-07T10:00:00 -0.122408
